decimals,down_block,pair_tokens,pairs,rdecimals,rsymbol,rtoken,symbol,token,up_block
6,15158997,0,0,6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,anyUSDC,0x95bf7E307BC1ab0BA38ae10fc27084bC36FcD605,15189412
6,15192043,0,0,6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,anyUSDC,0x9610b01AAa57Ec026001F7Ec5CFace51BfEA0bA6,16819939
6,16845627,0,0,6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,anyUSDC,0xd69b31c3225728CC57ddaf9be532a4ee1620Be51,32534494
18,17232476,0,0,18,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,anyETH,0xbD83010eB60F12112908774998F65761cf9f6f9a,32534119
18,17284740,0,0,18,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,anyDAI,0x9b17bAADf0f21F03e35249e0e59723F34994F806,32530122
6,17423687,0,0,6,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,anyUSDT,0xE3eeDa11f06a656FcAee19de663E84C7e61d3Cac,32533754
2,17791417,0,0,0,0,0,EURS,0xbeE994aD257dCC84672c0c6e6168A4701041F39f,17791467
18,17899132,0,0,18,PERI,0xDC0E17eAE3B9651875030244b971fa0223a1764f,anyPERI,0x3b79a28264fC52c7b4CEA90558AA0B162f7Faf57,17899132
18,17908582,0,0,0,0,0,KANGAL,0x34f380a4e3389e99C0369264453523Bbe5aF7faB,32351725
2,18860810,0,0,2,EURS,0xE111178A87A3BFf0c8d18DECBa5798827539Ae99,EURS,0xe26Ae3d881f3d5dEF58D795f611753804E7A6B26,32459511
18,18326228,0,0,18,LPK,0x9B71b5511998e0798625b8Fa74e86D8192DE78C1,anyLPK,0xC789f877FBB6aa4457EE5531cCeB76da6d3D1e3F,32493913
18,19169093,0,0,18,ICE,0x4A81f8796e0c6Ad4877A51C86693B0dE8093F2ef,anyICE,0x03E8D118A1864c7Dc53bf91e007ab7D91f5A06fA,31348496
18,19857541,0,0,18,XDO,0x3Dc7B06dD0B1f08ef9AcBbD2564f8605b4868EEA,anyXDO,0x3D8f74620857dd8ED6D0dA02ceB13fd0Ed8Ba678,28383851
18,20103098,0,0,18,FEAR,0xa2CA40DBe72028D3Ac78B5250a8CB8c404e7Fb8C,anyFEAR,0xbCCFf1c6C1CA650F533D3dcc5F4722aaE6718337,32481280
9,20363776,0,0,9,DOGIRA,0xdDa40cdfe4A0090f42Ff49f264A831402ADB801A,anyDOGIRA,0xDfed31E640b7280F76f046a97179E5E369D209b5,32518784
18,20457108,0,0,18,jEUR,0x4e3Decbb3645551B8A19f0eA1678079FCB33fB4c,anyjEUR,0x61B31F8d9d8bd303891eC4030B1206cAb9488c95,27477059
18,20591122,0,0,18,DSG,0xb65Ce345e1d6786C55c847076563b24B8B34bc2A,anyDSG,0x3915C77Dc839d97e875613a5b64179aCC1Da97Df,32463810
18,20628216,0,0,0,0,0,DERC,0xB35fcBCF1fD489fCe02Ee146599e893FDCdC60e6,32532515
18,20815906,0,0,18,WSPP,0x46D502Fac9aEA7c5bC7B13C8Ec9D02378C33D36F,anyWSPP,0xb280458B3cf0FAcC33671D52FB0E894447C2539A,29398247
18,20743472,0,0,18,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,anyMATIC,0x68f7a9e795C7074F2D0e698101d5c3Fea7aa0acb,23975731
18,20898611,0,0,18,GMEE,0xcf32822ff397Ef82425153a9dcb726E5fF61DCA7,anyGMEE,0x7a8941F4E77786A63E584C579f55C7C599bf0c67,32533317
18,21029450,0,0,18,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,anymiMATIC,0x95dD59343a893637BE1c3228060EE6afBf6F0730,32531973
18,21085025,0,0,0,0,0,LMT,0xD097f30fd3B0e489BE8B5772dDCAb6FcbE7ac89a,21349472
18,21194663,0,0,18,GEMG,0x040F6B41d36F8c8e81f05ae156CD6605aBF60662,anyGEMG,0x771c01e1917B5aB5b791f7b96F0CD69E22f6dBcF,32532617
18,21212718,0,0,0,0,0,LMT,0x873801Ae2ff12d816Db9a7B082F5796BEC64C82C,32510230
18,20707901,0,0,18,POLAR,0xdC3aCB92712D1D44fFE15d3A8D66d9d18C81e038,anyPOLARv3,0xe2D27f06F63d98b8e11b38b5b08A75D0c8dD62B9,24804479
18,21053561,0,0,18,QI,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,anyQI,0xE705aF5f63fcaBDCDF5016aA838EAaac35D12890,32532484
18,20110131,0,0,18,CTSI,0x2727Ab1c2D22170ABc9b595177B2D5C6E1Ab7B7B,anyCTSI,0xDf00960e0Adfea78EE29dA7FcCA17CFdDDc0A4cA,32346789
18,21823379,0,0,18,LIBRE,0xF52d69BC301BE21cbed7D3ca652D1708FF8a1162,anyLIBRE,0x9988874c6b9302cBd0245cc02525df336B7312fd,28821437
18,22024194,0,0,18,MYST,0x1379E8886A944d2D9d440b3d88DF536Aea08d9F3,anyMYST,0x8f0224e841b78BF380649b6b19503E2BFc76efC7,32522056
18,22017252,0,0,0,0,0,BIFI,0xFbdd194376de19a88118e84E279b977f165d01b8,32494717
18,22062063,0,0,0,0,0,JEWEL,0x149D190D1057e15e85Fb9e31ce5b3382B147A97F,32348951
18,22057470,0,0,18,FRAX,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,anyFRAX,0xfE952465773bE3802eAc343C89aD351C77c00ab1,32526198
18,22074167,0,0,18,FXS,0x1a3acf6D19267E2d3e7f898f42803e90C9219062,anyFXS,0x0452DD4d9B5b0Be57b9E98b825051833f20271ac,32424591
18,22096306,0,0,18,IDEX,0x9Cb74C8032b007466865f060ad2c46145d45553D,anyIDEX,0x985aa5568Afb9306d9C3FB04B207f0B116631948,32164645
9,22069582,0,0,9,USV,0xAC63686230f64BDEAF086Fe6764085453ab3023F,anyUSV,0x1BC84DB86ef36FADB86E5882d5445d5725394937,32519555
18,22249870,0,0,0,0,0,TOMB,0x0e98C977B943f06075b2D795794238fBfB9b9a34,32272346
18,22200042,0,0,0,0,0,DHV,0x5fCB9de282Af6122ce3518CDe28B7089c9F97b26,32530555
18,22348212,0,0,18,KING,0x557461d81574030b5DfEBf238762f00EC8228cD7,anyKING,0xe8b7E5282b4F53357a24B9fB20cd8FaC5763CDC7,25120389
18,22373280,0,0,0,0,0,STZ,0x2c92a8A41f4b806a6f6F1F7C9D9DEc78DCd8c18e,32485182
18,22581531,0,0,0,0,0,MULTI,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,32410941
18,22798930,0,0,18,SNP,0x6911F552842236bd9E8ea8DDBB3fb414e2C5FA9d,anySNP,0xBF05279F9Bf1CE69bBFEd670813b7e431142Afa4,32488732
18,22813834,0,0,0,0,0,DOSE,0x81382e9693dE2aFc33F69B70a6C12CA9B3a73F47,32230168
18,22878588,0,0,0,0,0,MIM,0x49a0400587A7F65072c87c4910449fDcC5c47242,32528987
18,22903161,0,0,0,0,0,LIQ,0x4036f3d9c45a20f44f0b8B85dD6CA33005fF9654,32518454
18,22904196,0,0,0,0,0,nICE,0xB808D767DDf0F61Ca62331c1bBbebe0530b41079,26983169
4,22990982,0,0,4,NIOX,0xad684e79CE4b6D464f2Ff7c3FD51646892e24b96,anyNIOX,0x4f851750a3e6f80f1E1f89C67B56960Bfc29A934,32513884
18,23093028,0,0,18,TSA,0x5f99ACF13CAff815DD9cB4A415c0fB34e9F4545b,anyTSA,0x7DB1B41e7a3a54b89272973189aEe6548DD9C199,31474733
18,23138672,0,0,18,ANKR,0x101A023270368c0D50BFfb62780F4aFd4ea79C35,anyANKR,0x6D696eBBB49c304E004f112C85A4A710e96C09D8,32518215
8,23159107,0,0,8,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,anyWBTC,0x161DE8f0b9a59C8197E152da422B9031D3eaf338,32534016
6,23244763,0,0,6,DAF,0x2f0e07E881363Bb1cdFF32971B2f8C87EF8FF432,anyDAF,0x599eaEF483958da53Da541190A78c7427E1D086F,23244763
18,22777564,0,0,0,0,0,BELUGA,0x47536F17F4fF30e64A96a7555826b8f9e66ec468,31868801
18,23222047,0,0,0,0,0,MIMIR,0xd1790c5435b9fB7C9444c749ceFE53D40D751eaC,32153455
18,23349246,0,0,0,0,0,POLP,0x2d72A97a31Dc920dB03330780d30074626e39C8A,32488271
18,23402042,0,0,18,MSU,0xe8377A076adAbb3F9838afB77Bee96Eac101ffB1,anyMSU,0x247b5BcC806f86969e0ee5446d411283B218f645,32473376
18,23534707,0,0,18,dSNX,0x65bb99e80a863e0e27Ee6D09c794ed8C0bE47186,anydSNX,0x7Dd7eAf5872E260F35Dc60a54E0F25193128c765,31225733
18,23551005,0,0,18,AAVE,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,anyAAVE,0x736c36caA1bA18e5Abff7b7af0A00ec5B3c6DFBf,32528280
18,23670720,0,0,18,KEYFI,0xD1A5f2A049343fc4D5F8d478f734eBa51B22375E,anyKEYFI,0x1b41a1BA7722E6431b1A782327DBe466Fe1Ee9F9,32429497
18,23664453,0,0,18,AIRT,0xBCD287ca1C614Ecd8c5Ca95bFf3c13c392192df5,anyAIRT,0x96b14E64b53B9950d2a4D2292f8dc7d51a4f467A,27321695
18,23596633,0,0,18,KNC,0x1C954E8fe737F99f68Fa1CCda3e51ebDB291948C,anyKNC,0x9ee45ADBB2F2083ab5CD9BC888C77a662Dbd55fE,32523754
18,23815364,0,0,18,NFTY,0x8623e66Bea0DCe41B6d47f9C44e806A115baBae0,anyNFTY,0x05f024C6F5a94990d32191D6f36211E3Ee33504e,32389613
18,23869242,0,0,18,LEPA,0xF9a4BBAa7fA1DD2352F1A47d6d3fcfF259A6D05F,anyLEPA,0x124f09492C62Fd0d86d1e8D71c949720941eF914,32058601
18,23898793,0,0,18,FIN,0x576c990A8a3E7217122e9973b2230A3be9678E94,anyFIN,0x097f01907A50AC436D47A94E58683BE7160F3b0E,32211403
18,23981532,0,0,18,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,anyMATIC,0x21804205C744dd98fbc87898704564d5094bB167,32533341
18,24000335,0,0,18,MAHA,0xeDd6cA8A4202d4a36611e2fff109648c4863ae19,anyMAHA,0x2Cd8650Ca253Bff0C3b99d636A7119D7cb7077D4,32530432
18,24131817,0,0,0,0,0,GEM,0x4A7b9A4589A88A06ca29F99556dB08234078D727,30718972
18,23994762,0,0,18,RSD,0x61Ed1C66239d29Cc93C8597c6167159e8F69a823,anyRSD,0x1E0E8E6a2C8a3Ec61F65E97338871Bd7dDcb76d0,29836682
18,22102490,0,0,18,MFTU,0xC46A37fBBe433EF24bc7b9388C8728DDcf3cA87c,anyMFTU,0x1c174f6AB0753162befbB916c69dEF2cc1bfdEc1,32176561
18,23712157,0,0,18,CRE8R,0x079202AD852ccc46d8E73815f10Ff055049D3916,anyCRE8R,0x7761a5e95C96ff0d68dAf5eF2f94741229b36b50,27273496
18,24263772,0,0,0,0,0,VERSE,0xA1388e73c51B37383B1Ab9dCe8317eF5A0349CC5,32522375
18,24283934,0,0,18,NFD,0x0A5926027d407222F8fe20f24cB16e103f617046,anyNFD,0xE21Af796C227ACD3C7Fb31AD2E2c36EdE22AFB82,30796607
18,24251302,0,0,18,UFARM,0xA7305Ae84519fF8Be02484CdA45834C4E7D13Dd6,anyUFARM,0x7782046601e7b9B05cA55A3899780CE6EE6B8B2B,32485852
18,24422004,0,0,18,FAN,0xb6d48FCEf36E19681EE29896B19c1b6CbD1eAB1B,anyFAN,0x592efb6A2CBf3bcE4Ec28567Fb181Ce6972AE2a1,24779077
18,21737049,0,0,18,WHIRL,0x4F6cbacA3151f7746273004Fd7295933a9b70E69,anyWHIRL,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,32379844
18,24096461,0,0,18,MM,0x2E220744f9aC1BF3045B0588D339F5fD3bB8623A,anyMM,0xda803c6AD8078c51c5334B51aA4Cc3f440d56D5F,29273465
18,23970243,0,0,18,YIN,0x794Baab6b878467F93EF17e2f2851ce04E3E34C8,anyYIN,0xdFb5A6b5136186f4fFcf3FE055B48F27793CdBD2,32501786
18,24779200,0,0,18,MOD,0x8346Ab8d5EA7A9Db0209aEd2d1806AFA0E2c4C21,anyMOD,0xc5C71CD0b734Dae8c6eBa9D79C3Db693d112DDA1,32520733
9,24822367,0,0,9,SMBR,0x16B3E050e9e2f0Ac4f1BEA1b3E4fdc43d7f062Dd,anySMBR,0x470BFEE42A801Abb9a1492482d609fB84713d60F,32525959
8,25023050,0,0,8,CDS,0x23f07a1C03e7C6D0C88e0E05E79B6E3511073fD5,anyCDS,0x5Dd3411c533AB5a1D416E47756E261bd733dc103,32326726
18,25078145,0,0,0,0,0,FUSE,0xF915fDDa4c882731C0456a4214548Cd13A822886,32530105
18,25315139,0,0,18,ODDZ,0x4e830F67Ec499E69930867f9017AEb5B3f629c73,anyODDZ,0x1C7f927f45A3Ac113EaCdFab3dcA22Db78B65601,32491841
18,24044571,0,0,18,SCLP,0x2fC711518aaE7C87D7002566c5d43B0e5D2B1932,anySCLP,0xE5Fe6295e7291e3B538C2e43eCBC9F908BdF7eB9,32495779
18,25340325,0,0,0,0,0,FS,0x525b43A49bE2Ed530e3516C22bd7ECbcF1586AD4,28193388
18,25095553,0,0,0,0,0,SPACE,0xB53Ec4aCe420a62Cfb75aFdEba600D284777cd65,32298607
18,25492752,0,0,18,ONX,0xEb94A5e2C643403E29fa1d7197e7E0708B09aD84,anyONX,0x471Ea49dd8E60E697f4cac262b5fafCc307506e4,26113679
18,25535183,0,0,0,0,0,UNB,0xD81F558b71A5323e433729009D55159955F8A7f9,32436311
18,25536356,0,0,0,0,0,FINA,0xc6527b9dB96b4790604a3F8873D23140C8391D07,27078220
9,25544629,0,0,0,0,0,EXZO,0x6F1Bc0967945465539877b39ba48373b0219248f,29613789
18,25595776,0,0,0,0,0,CIFI,0xF9cFbDd3120F59f261f0dB3610d683Fe0337eB20,25738293
18,25613624,0,0,18,RADIO,0x613a489785C95afEB3b404CC41565cCff107B6E0,anyRADIO,0x17e2e3d4a27e8e0790c85fF2ec13D001e749E49E,32505500
18,25940553,0,0,0,0,0,POTS,0x18caFd594E8C400a6d2c0182F94b81E25736266F,28274981
18,25970410,0,0,0,0,0,CIFI,0x12365293cb6477d4fc2686e46BB97E3Fb64f1550,32516733
18,26049091,0,0,0,0,0,VSN,0xf24fD75c5BF897F272aE79A878089b12dE5f1d62,28190229
18,26063365,0,0,0,0,0,MARK,0xf99FC9f2D4B9F6cc4d6e56B13C5Ae7E0030FB406,26063365
18,26066104,0,0,0,0,0,PLATO,0x79637D860380bd28dF5a07329749654790FAc1Df,26333767
18,26088571,0,0,18,ZEE,0xfd4959c06FbCc02250952DAEbf8e0Fb38cF9FD8C,anyZEE,0x700843380021776970A28A7A74dA3E5908755FCc,26802124
18,26133982,0,0,0,0,0,APE,0xD10DA41D535078F23f68bD90e28B50b31fc40DBc,32023350
18,26182412,0,0,18,OVR,0x1631244689EC1fEcbDD22fb5916E920dFC9b8D30,anyOVR,0x1c83fae1f7029763086b39ed14D53047d912e734,32532982
18,26217407,0,0,18,BIOS,0xe20D2Df5041f8Ed06976846470f727295cDd4D23,anyBIOS,0x3C08cDC102fd746D06f85d3Ea348Ba6102C43f32,32507569
9,26308903,0,0,0,0,0,CK,0x3984faC1Bd61fc62c5D5797205dd1679Da6437F0,26308903
18,26310899,0,0,18,BzB,0x462D8d82C2B2D2DDabf7f8a93928De09d47A5807,anyBzB,0x6E3bF2fFf13e18413D3780f93753D6CFf5AEE3e1,32311588
18,26358815,0,0,18,GULL,0xca830317146BfdDE71e7C0B880e2ec1f66E273EE,anyGULL,0xD6Cce248263ea1e2b8cB765178C944Fc16Ed0727,30898916
18,26453313,0,0,18,vUNIT,0x632fbF85F77978437073a8CE5CEEC29e3209514c,anyvUNIT,0x6f34bDF41A982BF4EB80D955A6BaC36A981B56C9,27349272
18,24256817,0,0,0,0,0,FEED,0x7C10B66c442fc403Ab2b8Bd73553D0dF262AD8a5,28519817
18,26501754,0,0,0,0,0,aCRV,0x89C90E480A39fBE3886bB5bD53ba5B1Acc69D4Fb,32502284
18,26529546,0,0,0,0,0,GREEN,0x06E2DDd17F1043c0a4Cbe72cc7c256E4d8a3E374,27437540
18,26575743,0,0,0,0,0,8PAY,0x3bd9856BF578910b55261d45d9148d61C177B092,32443933
18,26643384,0,0,0,0,0,PLOT,0xcb9d0b8CfD8371143ba5A794c7218D4766c493e2,28189699
18,25572169,0,0,18,ESW,0xd2A2a353D28e4833FAFfC882f6649c9c884a7D8f,anyESW,0x4f76664105ba7E35dD4904eC70F2042fc17563d9,32373647
18,26757270,0,0,18,COR,0x3581a7B7BE2eD2EDf98710910fD05b0e8545f1DB,anyCOR,0xfCB7388EEf472293290B15027642702EBf57250A,26757270
18,26774549,0,0,18,HND,0x10010078a54396F62c96dF8532dc2B4847d47ED3,anyHND,0xd4d4139b2f64B0367F522732b27be7701D36E187,32514791
18,26775842,0,0,0,0,0,BLID,0x4b27Cd6E6a5E83d236eAD376D256Fe2F9e9f0d2E,29788687
18,26846816,0,0,0,0,0,XMT,0xadBe0eac80F955363f4Ff47B0f70189093908c04,32488269
18,26852777,0,0,0,0,0,ACRE,0x011734f6Ed20E8D011d85Cf7894814B897420acf,32532534
18,27163318,0,0,0,0,0,STRIP,0x702D161Ed480e4a367a5810a6086074B791cf6A0,27163318
18,27187733,0,0,0,0,0,CYT,0x83102Ec9B8A4DbF2E6aA41f6E7C8B5863B800681,31859420
18,27370891,0,0,0,0,0,LACE,0xAD0Ddb54d79D2de572e25cd9375782AABb440353,29016239
18,27438588,0,0,18,MHUNT,0x61f95bd637e3034133335C1baA0148E518D438ad,anyMHUNT,0x7FaAbDA3De9be051f97bEABA3d539666933b2fA8,32526400
18,27437913,0,0,18,SDAO,0x1B493CE65a66e82dC6d09bF696609a4C797ED731,anySDAO,0x3cB1967b36C318510CC06Ab901b428A166bb6dDA,31088962
18,27622543,0,0,0,0,0,EMT,0x3fB256CFefedb6A54De7465c0EE86dC574AE464D,32037681
18,27648138,0,0,18,SWAP,0x654496319F438A59FEE9557940393cf818753ee9,CCSWAP,0x8a0b3561B2Bb4303fC2969426c404AbDC52cf57C,27726208
18,27693657,0,0,0,0,0,IMRTL,0x2df54842cD85C60f21b4871E09bcc6047b2dcC4d,32491622
18,27706352,0,0,0,0,0,BANANA,0x5d47bAbA0d66083C52009271faF3F50DCc01023C,32223029
18,27709822,0,0,0,0,0,TREEB,0x2c69095d81305F1e3c6ed372336D407231624CEa,30473796
18,27803502,0,0,0,0,0,ROOBEE,0xFaFA220145DfA5C3Ec85B6FA8a75aEE2451CDe5E,31615745
18,27805745,0,0,0,0,0,BSGG,0x5EEE4d55961705Eb55D12Cb6FA70EB93c4063216,32338580
18,27987941,0,0,0,0,0,OBOT,0x221743dc9E954bE4f86844649Bf19B43D6F8366d,32112588
18,27988123,0,0,0,0,0,XOT,0x100432c8c862B42A2b93d784E7eBe5a61e4AcFAa,27988123
18,28114636,0,0,18,TETU,0x255707B70BF90aa112006E1b07B9AeA6De021424,anyTETU,0x652fAE511Be0A529B422945594a2a727B64Af1af,32283644
18,26811506,0,0,18,BETS,0x9246a5F10A79a5a939b0C2a75A3AD196aAfDB43b,anyBETS,0x158335C10D3eEe1c5DB5a302aB972022F3E59040,32522724
18,28207214,0,0,0,0,0,anyUNCL,0x5126f540A90B43eB3c20fc5d734EcC749f2AaDC7,28233669
18,28066156,0,0,18,PS1,0x32Cd1BCB75473845b5d1dB6ecE60AEC6E41d8518,anyPS1,0x4F438603EbDe2b0e4524173f2f123aA738f14652,32430121
18,28341685,0,0,0,0,0,VERSA,0x8497842420cFdbc97896C2353D75d89Fc8D5Be5D,30718386
18,28384479,0,0,18,wXRNBW,0xc104e54803abA12f7a171a49DDC333Da39f47193,anywXRNBW,0x31901C3dA2B7F154eB46F14dbC021A73a3667104,31906360
18,27684184,0,0,0,0,0,FEVR,0xE6B9d092223f39013656702A40dbE6B7DeCc5746,32359455
18,28584347,0,0,0,0,0,PAE,0x8063037ea50E4a066bF1430EA1E3e609CD5cEf6B,32533789
18,28807329,0,0,0,0,0,CAGE,0x06ebc9c542357e2129D16717CD02c02FBC835d33,28992742
18,28919456,0,0,0,0,0,LOOT,0x4E2B07c0bCd975CAF4F6B10cA30D59D568d0fB0d,28919456
