token,decimals,symbol
0x6B175474E89094C44Da98b954EedeAC495271d0F,18,DAI
0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C,18,DAI
0x000000000000d0151E748d25b766e77efe2A6c83,18,XDEX
0xfA9343C3897324496A05fC75abeD6bAC29f8A40f,18,XDEX
0x7968bc6a03017eA2de509AAA816F163Db0f35148,6,HGET
0x818ec0A7Fe18Ff94269904fCED6AE3DaE6d6dC0b,6,HGET
0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,18,WETH
0xA649325Aa7C5093d12D6F98EB4378deAe68CE23F,18,WETH
0x0dCb0CB0120d355CdE1ce56040be57Add0185BAa,18,WETH
0xd794DD1CAda4cf79C9EebaAb8327a1B0507ef7d4,18,HYVE
0x922D641a426DcFFaeF11680e5358F34d97d112E1,18,HYVE
0x99D8a9C45b2ecA8864373A26D1459e3Dff1e17F3,18,MIM
0xbbc4A8d076F4B1888fec42581B6fc58d242CF2D5,18,MIM
0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6,USDC
0x7EA2be2df7BA6E54B1A9C70676f668455E329d29,6,USDC
0x739ca6D71365a08f584c8FC4e1029045Fa8ABC4B,18,DAI
0xB153FB3d196A8eB25522705560ac152eeEc57901,18,WETH
0xdAC17F958D2ee523a2206206994597C13D831ec7,6,USDT
0x22648C12acD87912EA1710357B1302c6a4154Ebc,6,USDT
0xdB25f211AB05b1c97D595516F45794528a807ad8,2,EURS
0xB72842D6F5feDf91D22d56202802Bb9A79C6322E,2,EURS
0x2cc71c048A804Da930e28E93F3211dC03c702995,8,LPK
0x38389eB214C4AC1CDDa7A7582Ab01e8a9bB548bA,8,LPK
0xEaDC218Ac4cB7895a5A56e6484646b48f841C45a,18,MFI
0xB0A3dA261BAD3Df3f3cc3a4A337e7e81f6407c49,18,MFI
0x6E765D26388A17A6e86c49A8E41DF3F58aBcd337,18,KANGAL
0x7F8BC696bEBbbd29255F871cBef55B74e8F10E57,18,KANGAL
0x090185f2135308BaD17527004364eBcC2D37e5F6,18,SPELL
0x4e840AADD28DA189B9906674B4Afcb77C128d9ea,18,SPELL
0x6911F552842236bd9E8ea8DDBB3fb414e2C5FA9d,18,SNP
0x7D09a42045359Aa85488bC07D0ADa83E22d50017,18,SNP
0x4e352cF164E64ADCBad318C3a1e222E9EBa4Ce42,18,MCB
0xd1a891E6eCcB7471Ebd6Bc352F57150d4365dB21,18,MCB
0x10010078a54396F62c96dF8532dc2B4847d47ED3,18,HND
0xc8a45dd787a301C38aD33f692f0d41C18590Ef94,18,HND
0x054f76beED60AB6dBEb23502178C52d6C5dEbE40,18,FIN
0xE3AB61371ECc88534C522922a026f2296116C109,18,FIN
0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,18,IOTX
0xebf1F92D4384118bFb91B4496660a95931c92861,18,IOTX
0xd26fb114401Ec86887CD09F62eccd95fCf20B571,8,BCP
0x97Cd1CFE2ed5712660bb6c14053C0EcB031Bff7d,8,BCP
0x5f6c5C2fB289dB2228d159C69621215e354218d7,18,DMOD
0xd4143E8dB48a8f73afCDF13D7B3305F28DA38116,18,DMOD
0x491604c0FDF08347Dd1fa4Ee062a822A5DD06B5D,18,CTSI
0xe5CF1558A1470cb5C166c2e8651eD0F3c5fb8F42,18,CTSI
0x88A9A52F944315D5B4e917b9689e65445C401E83,18,FEAR
0x3BD2dFd03BC7c3011ed7fb8c4d0949B382726cee,18,FEAR
0xCa76543Cf381ebBB277bE79574059e32108e3E65,18,wsOHM
0x8e60d469A94E1be77668e8c9c55C498701870762,18,wsOHM
0xD8C1232FcD219286E341271385bd70601503B3D7,9,DOGIRA
0x47536F17F4fF30e64A96a7555826b8f9e66ec468,9,DOGIRA
0x85Ffb35957203dfD12061eAeCD708dB623Bd567C,18,LTY
0x5d47bAbA0d66083C52009271faF3F50DCc01023C,18,LTY
0xf16e81dce15B08F326220742020379B855B87DF9,18,ICE
0x5fCB9de282Af6122ce3518CDe28B7089c9F97b26,18,ICE
0x9fa69536d1cda4A04cFB50688294de75B505a9aE,18,DERC
0xc5e509bC8438d4F4ee355282eeb4af92AE14E43a,18,DERC
0xD9016A907Dc0ECfA3ca425ab20B6b785B42F2373,18,GMEE
0xf1b7980826Cd89A99e45eb4236492FD42d463660,18,GMEE
0x147faF8De9d8D8DAAE129B187F0D02D819126750,18,GEO
0x6B26780e74Cfc64B88c9e1ebc33fFAe29c1679eA,18,GEO
0x9040e237C3bF18347bb00957Dc22167D0f2b999d,18,STND
0x826Ee16b4B401E84c76b48a2A81545cBb994A995,18,STND
0xF063fE1aB7a291c5d06a86e14730b00BF24cB589,18,SALE
0x8323FCF06D58F49533Da60906D731c6a56626Fb2,18,SALE
0x6b289CCeAA8639e3831095D75A3e43520faBf552,18,SPELL
0x0000000000085d4780B73119b644AE5ecd22b376,18,TUSD
0x0bd19f6447cd676255C7C7B00428462B3dA67e3a,18,TUSD
0xAC57De9C1A09FeC648E93EB98875B212DB0d460B,9,BabyDoge
0x8b92eA35171e29948Cc9e49c52AC8dB0549B7D6B,9,BabyDoge
0x853d955aCEf822Db058eb8505911ED77F175b99e,18,FRAX
0x4f60a160D8C2DDdaAfe16FCC57566dB84D674BD6,18,FRAX
0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,18,FXS
0x685b63CFE0179b3EFb70A01dCb1D648549AA192d,18,FXS
0x327673aE6B33Bd3d90f0096870059994f30Dc8AF,18,LMT
0x937E077aBaEA52d3abf879c9b9d3f2eBd15BAA21,18,LMT
0x794Baab6b878467F93EF17e2f2851ce04E3E34C8,18,YIN
0x52DC835D5a36FdF9E6a84603cfEF82298645635C,18,YIN
0xB8647e90C0645152Fccf4d9AbB6B59Eb4AA99052,18,KEYFI
0xaFb2780CBb58b2AF27023Eb2a0e60c8Ca0eEE9bb,18,KEYFI
0x21ad647b8F4Fe333212e735bfC1F36B4941E6Ad2,9,SQUID
0x25A528af62e56512A19ce8c3cAB427807c28CC19,18,SQUID
0x5f944B0c4315Cb7c3a846b025AB4045da44abf6c,18,GCAKE
0x015Cea338Ce68bd912B3c704620C6000eE9F4Ab9,18,GCAKE
0x4E15361FD6b4BB609Fa63C81A2be19d873717870,18,FTM
0xB01371072fDcB9B4433b855e16A682B461F94AB3,18,FTM
0x88536C9B2C4701b8dB824e6A16829D5B5Eb84440,9,USV
0x790CFDc6aB2e0eE45a433aAC5434F183BE1f6A20,9,USV
0x3b79a28264fC52c7b4CEA90558AA0B162f7Faf57,18,wMEMO
0x4691937a7508860F876c9c0a2a617E7d9E945D4B,18,WOO
0x95555E4e4CB2C094914aF53598eFf14b9340881f,18,WOO
0x7825e833D495F3d1c28872415a4aee339D26AC88,18,TLOS
0xcaF5191fc480F43e4DF80106c7695ECA56E48B18,18,TLOS
0x8dB253a1943DdDf1AF9bcF8706ac9A0Ce939d922,18,UNB
0xc0330289B5509269bC312C83E5dB42Aeb259B687,18,UNB
0x3f5294DF68F871241c4B18fcF78ebD8Ac18aB654,18,STZ
0xE87d84DcBb848fe94C6dAEdc9c81C913F707F2D2,18,STZ
0xa0b20DecBc557E3f68E140eD5a0c69bc865F865A,18,TOMB
0x9Ac59862934ebc36072D4D8ADA37c62373A13856,9,RYOSHI
0x758d08864fB6cCE3062667225ca10b8F00496cc2,9,RYOSHI
0x65Ef703f5594D2573eb71Aaf55BC0CB548492df4,18,MULTI
0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,18,MULTI
0xA803778AB953d3FfE4FBD20Cfa0042eCeFE8319D,18,CTZN
0x2eAa12c0c76ea8192d82B63F8dbBb7EC2a270295,18,CTZN
0xb31eF9e52d94D4120eb44Fe1ddfDe5B4654A6515,18,DOSE
0x2cF7d99C1bff7Caa25B737C909637948e6E7781E,18,DOSE
0xDfDd3459D4F87234751696840092ee20C970Fb07,9,MYOBU
0x34f380a4e3389e99C0369264453523Bbe5aF7faB,9,MYOBU
0x0B6F3c17e1626a7cBfA4302CE4E3c45522d23A83,18,WAD
0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,18,WAD
0x5F69b7Ab8F7cAb199a310Fd5A27B43Fef44ddcC0,18,LIQ
0xc813EA5e3b48BEbeedb796ab42A30C5599b01740,4,NIOX
0x58a547Ed09684ac2A688610d5Caf8e8968b51908,4,NIOX
0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,18,MATIC
0x1Cb1284CF62C3E593a8f49EEf3db37AD20467Bed,18,MATIC
0x8965349fb649A33a30cbFDa057D8eC2C48AbE2A2,18,AVAX
0xEe9E5eFF401ee921b138490d00CA8D1F13f67A72,8,Afin
0x6feFd97F328342a8A840546A55FDcfEe7542F9A8,8,Afin
0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,8,WBTC
0xE6B9d092223f39013656702A40dbE6B7DeCc5746,8,WBTC
0xd9adb7536E90660F601c5BFB15cB49BFa78cA0a6,18,2022M
0x986A4EA3679AFe15b5963A6Ec3437bE859279BC1,18,2022M
0x64A77277e37D44957FE5815d6FF442ab8b16cC29,9,DAWGS
0xFE77d71bAf7A6CdabbD63A2AD1e0aDb68ca64c06,9,DAWGS
0x8290333ceF9e6D528dD5618Fb97a76f268f3EDD4,18,ANKR
0x6362496Bef53458b20548a35A2101214Ee2BE3e0,18,ANKR
0x5f7F94a1dd7b15594d17543BEB8B30b111DD464c,18,dSNX
0x69570f3E84f51Ea70b7B68055c8d667e77735a25,18,BSGG
0x84051Efb5e0c61AC1863B5de72Cd5bC3221870E4,18,BSGG
0xf751575ED3390f6C02B4358f9E165e7B44877032,18,TUSD
0x62Dc4817588d53a056cBbD18231d91ffCcd34b2A,18,DHV
0xbD83010eB60F12112908774998F65761cf9f6f9a,18,DHV
0x99bB54f7A11EB8af1d486fe644ebed304F52f85a,9,SPONGS
0xAcfa209Fb73bF3Dd5bBfb1101B9Bc999C49062a5,18,BCDT
0x09211Dc67f9fe98Fb7bBB91Be0ef05f4a12FA2b2,18,BCDT
0x9b17bAADf0f21F03e35249e0e59723F34994F806,18,GEM
0x514910771AF9Ca656af840dff83E8264EcF986CA,18,LINK
0x8dFDC61c7c7551D0DEec950A2822eB59cddb8f59,18,LINK
0x40986a85B4cFCDb054A6CBFB1210194fee51af88,18,UFARM
0xBDba76fA2659c33ffCc2B0bc134c3A2c8a3Aa94d,18,UFARM
0x3085154623F51b00Dedfc6Ceeb5197277A66B17B,18,NFTY
0x9F47F313ACFd4bdC52F4373b493EaE7d5aC5b765,18,NFTY
0xAEcc217a749c2405b5ebC9857a16d58Bdc1c367F,9,PAWTH
0xDfed31E640b7280F76f046a97179E5E369D209b5,9,PAWTH
0x4Cf89ca06ad997bC732Dc876ed2A7F26a9E7f361,18,MYST
0x58c1BBb508e96CfEC1787Acf6Afe1C7008A5B064,18,MYST
0xaa61D5dec73971CD4a026ef2820bB87b4a4Ed8d6,18,CRE8R
0xb8930BD2dD53D449f83466705827F3dBF90eA7Fc,18,CRE8R
0x71dc40668682a124231301414167E4CF7f55383C,18,MIMIR
0x20CF1b6E9d856321ed4686877CF4538F2C84B4dE,18,MIMIR
0x65Def5029A0e7591e46B38742bFEdd1Fb7b24436,18,KAE
0xD2aF5442bd47461B37726fD323D95E569973fe6d,18,KAE
0x614D7f40701132E25fe6fc17801Fbd34212d2Eda,9,BLAST
0xDFDb7f72c1F195C5951a234e8DB9806EB0635346,18,NFD
0xe008ff5483D5C0214911ba6CBDACcf822436D165,18,NFD
0x28b5E12CcE51f15594B0b91d5b5AdaA70F684a02,2,NPX
0x40D4c6CecA870A0439dC0232D40cF8be8B425bAf,2,NPX
0xD38B1159c8aEE064Af2D869Afa1c2c1632da8B97,8,MRXe
0x1608278E54FB9E070cb109234d111Ff3A359612b,8,MRXe
0xB2979Ab4705FA0621FCaB059748B4e77dd76b78e,9,nuBTC
0x1748E1A07E82762660b4e57838B570dCb73bF75D,9,nuBTC
0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8,18,agEUR
0xE705aF5f63fcaBDCDF5016aA838EAaac35D12890,18,agEUR
0xaDB2437e6F65682B85F814fBc12FeC0508A7B1D0,18,UNCX
0xd9A807E9d2F61B0098B4c3f79b2Dfb9Bc2E181ae,18,UNCX
0x0C75dD36aF9a59BA1d248a98Fe91b2384cfea9be,18,WHIRL
0xB4d930279552397bbA2ee473229f89Ec245bc365,18,MAHA
0x1FbBc7dBa1eF75ff43F955a5B9CeeC3Cc1692Cd8,18,MAHA
0x511D35c52a3C244E7b8bd92c0C297755FbD89212,18,TCS
0x57B946008913B82E4dF85f501cbAeD910e58D26C,18,POND
0xB53Ec4aCe420a62Cfb75aFdEba600D284777cd65,18,POND
0xdeFA4e8a7bcBA345F687a2f1456F5Edd9CE97202,18,KNC
0x7BEB05cf5681f402E762F8569c2Fc138a2172978,18,KNC
0x850aAB69f0e0171A9a49dB8BE3E71351c8247Df4,18,KONO
0xa8752333f6a6fe47323a4eDAC3D09Bb1048A0E23,18,KONO
0x6781a0F84c7E9e846DCb84A9a5bd49333067b104,18,ZAP
0x2aD402655243203fcfa7dCB62F8A08cc2BA88ae0,18,ZAP
0xcf0BCf85082e3CFE591bd2451Bc4B46faa34c7De,18,Froyo
0x0615Dbba33Fe61a31c7eD131BDA6655Ed76748B1,18,WETH
0x95A1796437BAd6502d1c1cce165Cd76E522409a9,18,OCCT
0x8D34a11f49172C057d11833cF92AFF97F28Fc595,18,OCCT
0x2f4eb47A1b1F4488C71fc10e39a4aa56AF33Dd49,18,UNCL
0xcb69f7Ac645F5e09310b91445277A53F7fcb78cF,18,UNCL
0xc6DdDB5bc6E61e0841C54f3e723Ae1f3A807260b,18,URUS
0x782617249085AA28A367fEB49CF811434660cEE5,18,URUS
0xcAfE001067cDEF266AfB7Eb5A286dCFD277f3dE5,18,PSP
0x84Ae7b0FF2Bc523969fB3162E04149A419196F4b,18,PSP
0x591127253E40d4f63bF29CcF3D81FD062A149C8c,18,XMETA
0xE613a914bbb433855378183c3aB13003285da40A,18,XMETA
0x15Ee120fD69BEc86C1d38502299af7366a41D1a6,18,BitANT
0x57e8283743B169855248c1DE250B921336096677,18,BitANT
0x48592de8CdED16f6Bb56c896Fe1Affc37630889C,18,POLP
0x99f7D752745f270E100233cC05768B4a12Bd09f0,18,POLP
0x10864cD0C4250F7de15DD3Cd3788dc704cDb6706,18,MTC
0xEA1ea0972fa092dd463f2968F9bB51Cc4c981D71,18,MOD
0xFC2AFD7EbF2E0ca69340Cd9f466177E23812CF5a,18,MOD
0x9ee45ADBB2F2083ab5CD9BC888C77a662Dbd55fE,8,XTR
0xAACa86B876ca011844b5798ECA7a67591A9743C8,18,BIOS
0x90F615bB7b2Def7Bd14C507f90ff42B6aCAcf86e,18,BIOS
0x970B9bB2C0444F5E81e9d0eFb84C8ccdcdcAf84d,18,FUSE
0xe6D9C0aCF30194E2a5ae9C1c8342aC49e98A4B0A,18,FUSE
0x3708DEA52A5846FD16d0060AaB01c87bb5932b02,18,ATEM
0xBaa75208D0ec8DDe89C036dD71E897C8df903f11,18,ATEM
0x3F6D1649A1366b0E82173D33e365953f9F1Cc84C,18,SCLP
0xa4FFfc757e8c4F24E7b209C033c123D20983Ad40,18,SCLP
0x7aE0d42f23C33338dE15bFa89C7405c068d9dC0a,18,VERSE
0xbB3D3EE59002B7b9A0a276C269D60fbAc3EA65F8,18,VERSE
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,18,LDO
0x0914D4CCc4154cA864637B0B653Bc5Fd5e1d3ecF,18,LDO
0x12BB890508c125661E03b09EC06E404bc9289040,18,RACA
0x16abA2d28329620F31D44748EC82FA08daA50B86,18,RACA
0x56501B0B12Ee9518c2991451Bbc8d7F9267949d2,9,EXZO
0xaD996A45fd2373ed0B10Efa4A8eCB9de445A4302,18,SHI
0xc976BE9DdBB3e2B2eFFd9af4845C38b6195dAB71,18,SYS
0xCd2828fc4D8E8a0eDe91bB38CF64B1a81De65Bf6,18,ODDZ
0xa097c96ACc9587D140AD8aEaAC13D9db2C6CC07f,18,ODDZ
0x0adA190c81b814548ddC2F6AdC4a689ce7C1FE73,18,YAXIS
0x64Ee4f41A15D6c431AB6607d4e95462169d50f6C,18,YAXIS
0xab167E816E4d76089119900e941BEfdfA37d6b32,9,SHINJA
0x6496994241804D7fE2b032901931e03bCD82301F,9,SHINJA
0x8A7aDc1B690E81c758F1BD0F72DFe27Ae6eC56A5,18,BLID
0xf8a363Cf116b6B633faEDF66848ED52895CE703b,18,BLID
0x4d224452801ACEd8B2F0aebE155379bb5D594381,18,APE
0xC167f62e93775ACADeb3d2B0940bce560171Fdf3,18,APE
0xE0aD1806Fd3E7edF6FF52Fdb822432e847411033,18,ONX
0x3b9e3b5c616A1A038fDc190758Bbe9BAB6C7A857,18,ONX
0xF6650117017FFD48B725B4EC5A00B414097108A7,18,XIDO
0xF7428FFCb2581A2804998eFbB036A43255c8A8D3,18,XIDO
0x993864E43Caa7F7F12953AD6fEb1d1Ca635B875F,18,SDAO
0xdE58658a05a8cE87BB8Ab96a05A4C4544938E28F,18,SDAO
0x16B3E050e9e2f0Ac4f1BEA1b3E4fdc43d7f062Dd,9,SMBR
0xF887906E130349A624ffA3CF1FA5b56f48b11c08,9,SMBR
0xAC51066d7bEC65Dc4589368da368b212745d63E8,6,ALICE
0x3915C77Dc839d97e875613a5b64179aCC1Da97Df,6,ALICE
0x92CfbEC26C206C90aeE3b7C66A9AE673754FaB7e,18,OLE
0xD6040966181C9D1B28158335780dC42514B119e7,18,OLE
0xff56Cc6b1E6dEd347aA0B7676C85AB0B3D08B0FA,18,ORBS
0x944A05c5acC46c9777ACA7d8dD92B048b1b6D3e0,18,ORBS
0xC741f06082AA47F93729070aD0dD95E223Bda091,8,LEDU
0xA6e822E865fBE37D6EBC6d721947aFbBd9F95C19,8,LEDU
0x874464211649Eb0c504903195902415fb6986AaD,18,GREEN
0x48844dDBa89799DC40eC31728dAC629802D407f3,18,GREEN
0x90B831fa3Bebf58E9744A14D638E25B4eE06f9Bc,18,MIMO
0xE238Ce130E8d0Bed5FaB0bb52Fed6396F1aAa192,18,MIMO
0x4C4D878faE704ffF9E00325f7C2bC758489202EC,18,NNT
0x19193F450086d0442157b852081976D41657aD56,18,NNT
0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,18,8PAY
0x77c62e549ca46EF8Dd5Edc052B1edC783F60A400,18,8PAY
0x411f3e09C66B30E7FACFec45Cd823B2E19dFAD2D,18,ONI
0x2e1F94dfC828d4f9d69B73Bfc87Db9c8038A0BEB,18,BUSD
0x4Fabb145d64652a948d72533023f6E7A623C7C53,18,BUSD
0xd13eB71515DC48a8a367D12F844e5737bab415dF,18,BUSD
0x5c2fCe5a43A56FC158a5a86CAc4FCC4fBDc577F4,18,$MF
0x0802d66f029c46E042b74d543fC43B6705ccb4ba,18,$MF
0x7a5d3A9Dcd33cb8D527f7b5F96EB4Fef43d55636,18,RADIO
0x05F2972cd67705E7f2DcBfFD0Daa3F939B61020B,18,RADIO
0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,18,MKR
0x11eb3aA66FE1f2B75cB353D3e874E96968182BdA,18,MKR
0x3E5D9D8a63CC8a88748f229999CF59487e90721e,18,XMT
0x9833c643f387ecFB76AA8114546AD524703c66Fb,18,XMT
0x4057Db5bD9f67A566aA10E5587b1a964afFc6a16,18,TFBX
0xe5130D3DbfaC6Ae7d73a24D719762df74d8E4c27,18,TFBX
0xE8521b61f64Fc45A0bC3db36D2A524fe61a69b52,18,DUET
0xB808D767DDf0F61Ca62331c1bBbebe0530b41079,18,DUET
0x7777777777697cFEECF846A76326dA79CC606517,18,SIG
0xD5eBD23D5eb968c2efbA2B03F27Ee61718609A71,18,SIG
0x00a35FD824c717879BF370E70AC6868b95870Dfb,18,IB
0x4374F26F0148a6331905eDf4cD33B89d8Eed78d1,18,YOSHI
0xF75565B89BA076b8fc7B9708d14855FD3dA89e97,18,YOSHI
0xF0d33BeDa4d734C72684b5f9abBEbf715D0a7935,6,NTX
0x7761a5e95C96ff0d68dAf5eF2f94741229b36b50,6,NTX
0x73B708E84837FFCcDE2933e3A1531fe61D5e80Ef,18,BTE
0xF331b2C406fEF2539e9b1150345575feb9f0323c,18,BTE
0x0f17BC9a994b87b5225cFb6a2Cd4D667ADb4F20B,18,jEUR
0xa71353Bb71DdA105D383B02fc2dD172C4D39eF8B,18,jEUR
0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,18,SUSHI
0xA5432cbF7097C4E3536731dEc837e3fA676b38C3,18,SUSHI
0xC789f877FBB6aa4457EE5531cCeB76da6d3D1e3F,18,LACE
0x446F2A8A39Cc730ef378Be759A3c57f1a3fE824c,18,NBT
0xcea59DCE6A6d73a24e6d6944CFaBc330814c098A,18,NBT
0x93Dede06AE3B5590aF1d4c111BC54C3f717E4b35,18,gALCX
0x6474239b1a83cEB3789CD8dDb2218e6f5C6840Dd,18,gALCX
0x1b40183EFB4Dd766f11bDa7A7c3AD8982e998421,18,VSP
0x1c2E7118591ec1b6122e4fE3d645706a9747b10E,18,VSP
0xdf09a216Fac5ADC3e640Db418C0b956076509503,18,PKN
0x623332A33Ae3a8fC9B121322C72550Decc0eD81C,18,PKN
0x297D33e17e61C2Ddd812389C2105193f8348188a,18,$TRDL
0x9EBA16F6b7e8848e440922861123F0bee957002a,18,$TRDL
0x7815bDa662050D84718B988735218CFfd32f75ea,18,YEL
0x301DE15579C37d1e1cC8B46D74324b885A77291B,18,YEL
0xA130E3a33a4d84b04c3918c4E5762223Ae252F80,18,SWASH
0x2eF4A574b72E1f555185AfA8A09c6d1A8AC4025C,18,SWASH
0x8EEdEFe828A0f16C8fc80e46a87Bc0f1De2d960c,18,DGMV
0x19F36BbB75cFb2969486d46a95E37c74A90C7CBb,18,DGMV
0xb753428af26E81097e7fD17f40c88aaA3E04902c,18,SFI
0x3fF1Af9E583d3790ec51E1407c9E94D8D1133dC3,18,SFI
0xDce56E81EF41814e3D014C1be03195C73d4aF513,9,FomoETH
0x5d5530eb3147152FE78d5C4bFEeDe054c8d1442A,9,FomoETH
0x92DF60c51C710a1b1C20E42D85e221f3A1bFc7f2,18,BANANA
0xeDADeB5fAa413e6c8623461849DFD0B7C3790c32,18,OBOT
0x7f352fA977713019C484C58E9BDfB04910016871,18,OBOT
0xb546c4a4FbFb0Ae97b589e6887d198d11e9f375e,18,MIT
0x0B23341fA1Da0171f52aA8Ef85f3946b44d35ac0,18,MIT
0x3ebb4A4e91Ad83BE51F8d596533818b246F4bEe1,18,SATA
